TestBG_Normal_To_Icy:
	.byte	a
	.byte	000000000000000000000000000000000000000000000000
	.byte	000000000000000000000000000000000000000000000000
	.byte	111111111111111111111111111111111111111111111111
	.byte	111111110000000011111111000000001111111100000000
	.byte	111111111111111111111111111111111111111111111111
	.byte	010100010101000101000101010001010100010101000101
	.byte	101010001010101010100010101010101010001010100010
	.byte	010101010101010101010001010101010101000101010001
	.byte	101010100010100010101010101010001010100010101000
	.byte	010101010101010001010101010101000101010001010100
	.byte	100010101010101000101010001010100010101010101010
	.byte	010001010100010100010101000101010001010101010101
	.byte	101000101010001010001010100010101000101010001010
	.byte	010100010101000101010101010001010100010101000101
	.byte	101010001010101010101010101010101010001010100011
	.byte	010101010101010101010001010101010101010101010001
	.byte	101010100010100010101000101010001010101010101000
	.byte	010101010101010001010100010101000101010001010101
	.byte	100010101010101000101010001010100010101000101010
	.byte	010001010100010100010101010101010001010100010101
	.byte	101000101010001010001010101010101000101010001010
	.byte	010100010101000101010101010001010100010101010101
	.byte	101010001010101010101010101000101010001010101010
	.byte	010101010101010101010001010100010101010101010101
	.byte	001010100010100010101000101010001010101010101010
	.byte	000101010101010001010100010101000101010001010101
	.byte	100010101010101010101010001010100010101000101010
	.byte	111111111111111111111111111111111111111111111111
	.byte	111111110000000011111111000000001111111100000000
	.byte	111111111111111111111111111111111111111111111111
	.byte	000000000000000000000000000000000000000000000000
	.byte	000000000000000000000000000000000000000000000000
